,epithelial cell of proximal tubule,fibroblast,glomerular visceral epithelial cell,kidney capillary endothelial cell,kidney connecting tubule epithelial cell,kidney distal convoluted tubule epithelial cell,kidney loop of Henle thick ascending limb epithelial cell,leukocyte,mesangial cell,parietal epithelial cell,renal alpha-intercalated cell,renal beta-intercalated cell,renal principal cell
ENSG00000240666,0.21548465,0.104114704,0.60576004,0.029428327,0.0117324395,0.013246834,0.010606092,0.00060162303,0.00060162303,0.00060162303,0.006618735,0.00060162303,0.00060162303
ENSG00000240045,0.638154,0.0686304,0.022150334,0.05171538,0.028151013,0.023409093,0.03254437,0.00040741492,0.023247039,0.039332394,0.04242803,0.014867704,0.014962782
ENSG00000114805,0.09505481,0.015476508,0.02753361,0.024972208,0.09646239,0.03613802,0.07971196,0.049467467,0.014850076,0.12824519,0.23730502,0.11382133,0.080961354
ENSG00000174928,0.059070423,0.1365954,0.0024549228,0.0024549228,0.21506226,0.056734376,0.05768628,0.0024549228,0.0024549228,0.14947055,0.052458335,0.17394574,0.08915698
ENSG00000284952,0.19766952,0.0042279623,0.25270742,0.0042279623,0.06266909,0.0686965,0.20555106,0.0042279623,0.0042279623,0.09146749,0.0042279623,0.0042279623,0.09587123
ENSG00000163655,0.053543452,0.07526754,0.07564041,0.087179296,0.08636311,0.07539447,0.102068916,0.08213081,0.069664754,0.063028045,0.08959776,0.070581555,0.06953988
ENSG00000169282,0.0023965593,0.21756081,0.008897609,0.0031065259,0.0033597024,0.0039499337,0.0041228053,0.044197254,0.6969726,0.0036437393,0.003426301,0.0040674293,0.0042987815
ENSG00000272990,0.0826146,0.0014020149,0.05666234,0.13474761,0.13472295,0.07705208,0.2682048,0.0014020149,0.0014020149,0.05424367,0.037860133,0.044173513,0.10551233
ENSG00000114850,0.0947279,0.10577473,0.06603708,0.100415446,0.050886795,0.06763131,0.20578508,0.06354236,0.076494195,0.03505035,0.041515492,0.056814626,0.035324667
ENSG00000243926,0.07774651,0.0023375484,0.30739796,0.035910144,0.04827997,0.08045455,0.21777833,0.0023375484,0.10303818,0.046904914,0.04836036,0.0023375484,0.027116375
ENSG00000163659,0.16902635,0.17176665,0.0670699,0.07191852,0.017499693,0.0176028,0.13277204,0.058234166,0.20646712,0.04337719,0.014803515,0.0062160864,0.023245962
ENSG00000240875,0.12419192,0.038512103,0.11629038,0.026958557,0.05307708,0.079755224,0.11449764,0.044488136,0.056235667,0.06760794,0.12967147,0.08765406,0.061059818
ENSG00000197980,0.13027948,0.044148345,0.10482143,0.028335094,0.07398478,0.09289155,0.15373844,0.028801773,0.039989755,0.09347141,0.06999398,0.03295848,0.10658556
ENSG00000243629,0.09559209,0.0018421418,0.093526386,0.06795841,0.013801909,0.054606397,0.058103316,0.40518266,0.085847825,0.0018421418,0.065921485,0.0018421418,0.05393301
ENSG00000241135,0.6869945,0.026083795,0.026083795,0.026083795,0.026083795,0.026083795,0.026083795,0.026083795,0.026083795,0.026083795,0.026083795,0.026083795,0.026083795
ENSG00000163660,0.095939815,0.10346827,0.03324534,0.067831375,0.09157368,0.04764517,0.05844163,0.09899607,0.06370527,0.08148983,0.05850653,0.06799794,0.13115901
ENSG00000241770,0.13258165,0.0022198542,0.12933844,0.08314049,0.0943889,0.050006248,0.0598864,0.0022198542,0.0022198542,0.1877709,0.023753466,0.07972817,0.15274575
ENSG00000197415,0.082377605,0.011321785,0.008809705,0.022542914,0.18270986,0.08666037,0.09476605,0.03782764,0.01692318,0.13043341,0.03433678,0.034727346,0.2565634
ENSG00000163661,0.033151187,0.29727846,0.0050760284,0.2172269,0.08334235,0.07018922,0.016981797,0.0050760284,0.0050760284,0.0050760284,0.099507436,0.0050760284,0.15694249
ENSG00000174899,0.02099123,0.0006300106,0.0006300106,0.011432739,0.20684788,0.029863805,0.014856178,0.0006300106,0.030862574,0.093650706,0.034384266,0.019026494,0.53619415
ENSG00000242536,0.08716488,0.13489807,0.117965475,0.002004789,0.15564188,0.106502235,0.0832051,0.002004789,0.10854562,0.050086606,0.09995194,0.002004789,0.050023794
ENSG00000174891,0.0528774,0.082600325,0.07848434,0.08618242,0.069564454,0.056512043,0.061584737,0.11137022,0.073635094,0.07469443,0.08312289,0.09521697,0.0741547
ENSG00000178053,0.030832827,0.10111443,0.1099672,0.04957845,0.07486325,0.11177211,0.07743914,9.278213e-05,0.054990124,0.20060666,0.06320143,0.010711107,0.11483041
ENSG00000168827,0.04779778,0.05983067,0.0664365,0.08483961,0.08198266,0.10001537,0.08852081,0.111494645,0.047776036,0.07176069,0.10127301,0.07380124,0.06447092
ENSG00000079257,0.021377757,0.119305365,0.21396719,0.08718697,0.09682393,0.11266667,0.078188695,0.00037230283,0.03370939,0.07733232,0.032887988,0.032944746,0.0932367
ENSG00000118849,0.019477805,0.905763,0.0047655418,0.0059950547,0.009480106,0.0026332424,0.006024689,0.00017696389,0.00017696389,0.012543614,0.00794854,0.011395188,0.013619468
ENSG00000118855,0.029632041,0.07993668,0.06665143,0.053073,0.053271506,0.065104626,0.060186107,0.2969547,0.07110822,0.07365755,0.065962106,0.034187563,0.050274532
ENSG00000272247,0.032355897,0.40365484,0.098553106,0.002306629,0.046039365,0.13105331,0.106211245,0.002306629,0.002306629,0.002306629,0.033984724,0.002306629,0.1366143
ENSG00000283154,0.032102168,0.051576458,0.5509661,0.05299992,0.02918128,0.03621694,0.025680713,0.016259652,0.04894061,0.08176555,0.010054379,0.023238704,0.041017476
ENSG00000244040,0.09719451,0.0030286945,0.08302722,0.26032323,0.06339319,0.13412963,0.05839761,0.0030286945,0.13350362,0.0030286945,0.0030286945,0.120646045,0.037270263
ENSG00000242107,0.017824726,0.017824726,0.017824726,0.017824726,0.13351278,0.073598,0.16337186,0.017824726,0.017824726,0.017824726,0.4690948,0.017824726,0.017824726
ENSG00000248710,0.083188474,0.0016428514,0.0016428514,0.0955537,0.1239953,0.10184658,0.10694496,0.0016428514,0.0016428514,0.1641372,0.069102645,0.12124516,0.12741451
ENSG00000113810,0.081064835,0.029579634,0.056372724,0.1805386,0.0644577,0.058866844,0.06509876,0.042032022,0.12941568,0.076471195,0.059179187,0.08067275,0.07625013
ENSG00000213186,0.08214117,0.2937393,0.15128504,0.05840065,0.020229442,0.06933276,0.117930375,0.0027477685,0.0027477685,0.059247013,0.058676604,0.0027477685,0.080774345
ENSG00000186432,0.053833436,0.06801453,0.08267239,0.08419536,0.081493326,0.07828857,0.07678325,0.08870916,0.065515146,0.0671408,0.08464657,0.11460135,0.054106075
ENSG00000260572,0.101937786,0.04399226,0.1312231,0.03575243,0.05055158,0.11486977,0.18051566,0.16052635,0.05406875,0.01982012,0.059222177,0.00052558444,0.04699438
ENSG00000163590,0.05604265,0.037314706,0.0524951,0.027485905,0.06693372,0.081002004,0.19484921,0.08620628,0.08494908,0.03368974,0.13456449,0.12047303,0.023994034
ENSG00000169255,0.06114143,0.09954271,0.05216818,0.18907413,0.13682288,0.10057445,0.13521212,0.000180252,0.030913081,0.05849636,0.04415916,0.039591804,0.052123442
ENSG00000169251,0.04891279,0.15476672,0.06178802,0.05253867,0.09510346,0.10023884,0.18563706,0.0046346677,0.080301434,0.081179574,0.049776625,0.025622562,0.059499614
ENSG00000196542,0.03996667,0.0048507163,0.27460733,0.0048507163,0.036946706,0.020715952,0.027602386,0.0048507163,0.0048507163,0.41898617,0.0048507163,0.0048507163,0.1520705
ENSG00000240567,0.03815435,0.004067351,0.33214325,0.2425587,0.029314995,0.05020895,0.047883827,0.004067351,0.004067351,0.235332,0.004067351,0.004067351,0.004067351
ENSG00000241168,0.13790944,0.0019314388,0.06677511,0.05243906,0.05481511,0.061662678,0.07149949,0.0019314388,0.09010478,0.038268328,0.10911931,0.25264606,0.06089773
ENSG00000241369,0.31647032,0.0013218455,0.11956874,0.04383646,0.04694849,0.038102288,0.05435179,0.0013218455,0.15007061,0.06445204,0.054528087,0.0013218455,0.10770565
ENSG00000241636,0.007167935,0.007167935,0.007167935,0.007167935,0.057956643,0.007167935,0.007167935,0.007167935,0.007167935,0.007167935,0.37755287,0.49281114,0.007167935
ENSG00000241767,0.092056416,0.0077566314,0.0077566314,0.28166345,0.08200295,0.1344393,0.0077566314,0.0077566314,0.0077566314,0.0077566314,0.2446934,0.0077566314,0.11084798
ENSG00000244128,0.5215231,0.17197536,0.021474633,0.011879839,0.031294636,0.023431953,0.028857728,0.00024409509,0.05902205,0.029357022,0.026674805,0.046513535,0.027751237
ENSG00000114200,0.23526296,0.5211806,0.0028764647,0.15727815,0.038344778,0.0028764647,0.024921648,0.0028764647,0.0028764647,0.0028764647,0.0028764647,0.0028764647,0.0028764647
ENSG00000169064,0.049906544,0.0006280667,0.05296671,0.035205778,0.07721082,0.02449196,0.011391456,0.0006280667,0.0006280667,0.37055588,0.013738009,0.018340781,0.3443079
ENSG00000114204,0.0011399679,0.00012894346,0.9598562,0.003609958,0.0030203112,0.0037907085,0.004467059,0.00012894346,0.019262755,0.00012894346,0.0042082495,0.00012894346,0.00012894346
ENSG00000174776,0.003322299,0.010344422,0.8702296,0.012674273,0.004276144,0.0058167065,0.0064122863,0.036147825,0.034554165,0.0051719076,0.00381389,0.0038447168,0.003391866
ENSG00000114209,0.047995083,0.053862635,0.072769515,0.104917444,0.063194364,0.06812455,0.07479328,0.10022441,0.10658795,0.051995203,0.07346734,0.123473465,0.058594786
ENSG00000163536,0.07999815,0.1526865,0.103858694,0.047189,0.062271297,0.06998925,0.06452566,0.00014838392,0.19405389,0.057165142,0.054966547,0.0811091,0.032038342
ENSG00000173905,0.04045768,0.07060837,0.30058846,0.054053478,0.043771327,0.05958698,0.065080844,0.037049383,0.07383838,0.044317678,0.058828466,0.09704,0.054778926
ENSG00000242268,0.084057055,0.09022193,0.0010018105,0.057250895,0.008410621,0.012707161,0.0035859596,0.0010018105,0.04768176,0.077945724,0.16822325,0.0730326,0.37487942
ENSG00000272797,0.013432444,0.013432444,0.013432444,0.013432444,0.013432444,0.013432444,0.013432444,0.013432444,0.013432444,0.013432444,0.14584492,0.40552568,0.31430495
ENSG00000085276,0.043293267,0.061481737,0.016518971,0.056714132,0.12404932,0.112822115,0.10144746,0.053080816,0.09797405,0.028554678,0.089628085,0.08021813,0.13421723
ENSG00000241479,0.02078661,0.0012863859,0.0334259,0.030577356,0.2397713,0.14028026,0.123971455,0.0012863859,0.0012863859,0.0012863859,0.08255781,0.16294228,0.1605414
ENSG00000270141,0.11159196,0.011749514,0.011749514,0.011749514,0.11091347,0.011749514,0.22612318,0.011749514,0.011749514,0.2476165,0.011749514,0.011749514,0.20975871
ENSG00000184378,0.15590905,0.005385423,0.16396268,0.06068877,0.038402487,0.03778025,0.09742025,0.005385423,0.005385423,0.005385423,0.005385423,0.35482347,0.064085856
ENSG00000269889,0.11634337,0.0048532193,0.13498873,0.1409129,0.23412566,0.0048532193,0.22198813,0.0048532193,0.0048532193,0.0048532193,0.0048532193,0.0048532193,0.11766873
ENSG00000085274,0.061422076,0.056993067,0.064855725,0.053266793,0.07386036,0.113942675,0.098095484,0.00010175797,0.09995116,0.06236939,0.12282188,0.1075065,0.08481318
ENSG00000269984,0.038819805,0.0021503526,0.23525032,0.156487,0.114281684,0.08278896,0.087044336,0.0021503526,0.116666265,0.043147285,0.089615606,0.0021503526,0.029447583
ENSG00000171757,0.023896696,0.12207587,0.1516709,0.06437564,0.09370601,0.07284725,0.08613386,0.045530073,0.047493502,0.084536165,0.07028246,0.012803013,0.12464861
ENSG00000270135,0.06460046,0.0053549362,0.15209308,0.0053549362,0.10964704,0.15102817,0.04468796,0.0053549362,0.0053549362,0.0053549362,0.0053549362,0.44045874,0.0053549362
ENSG00000270096,0.042958595,0.22006722,0.120930985,0.09468702,0.19970967,0.12467474,0.09577769,0.0040996224,0.0040996224,0.08069605,0.0040996224,0.0040996224,0.0040996224
ENSG00000188306,0.21907593,0.009759303,0.009759303,0.3143498,0.009759303,0.044729985,0.14665632,0.009759303,0.009759303,0.19711348,0.009759303,0.009759303,0.009759303
ENSG00000114248,0.012199683,0.004445635,0.004445635,0.004445635,0.004445635,0.020733377,0.016329255,0.004445635,0.004445635,0.22147635,0.19625252,0.5018894,0.004445635
ENSG00000239219,0.012946692,0.012946692,0.37646997,0.012946692,0.265559,0.1049025,0.1365482,0.012946692,0.012946692,0.012946692,0.012946692,0.012946692,0.012946692
ENSG00000008952,0.08247065,0.05517473,0.053543177,0.08777346,0.09556825,0.08345449,0.071044624,0.03513655,0.082016334,0.07822748,0.07451257,0.09422414,0.106853545
ENSG00000173890,0.13458341,0.013160633,0.01889122,0.036417842,0.19815801,0.09946504,0.02435034,5.810851e-05,0.007999466,0.041555997,0.08789533,0.09851055,0.2389541
ENSG00000173889,0.054297354,0.07771003,0.082804926,0.06963025,0.07234213,0.08655093,0.0706938,0.100528136,0.10201583,0.072750114,0.0721724,0.06879501,0.06970906
ENSG00000163558,0.027811458,0.057454742,0.19730254,0.037515886,0.06160436,0.055667035,0.07515511,0.037546255,0.05165919,0.20038047,0.05323911,0.06659727,0.07806647
ENSG00000136603,0.07202952,0.14797862,0.054647543,0.16564597,0.051351383,0.032564197,0.053008992,0.11684625,0.07402466,0.08611222,0.03104812,0.04921755,0.065525025
ENSG00000242578,0.081109926,0.011834558,0.011834558,0.011834558,0.011834558,0.057340078,0.044343438,0.011834558,0.579872,0.011834558,0.14265794,0.011834558,0.011834558
ENSG00000285218,0.015522963,0.28028026,0.6068699,0.010026647,0.014173995,0.0036572418,0.0066890125,0.024824882,0.0037473282,0.008327453,0.0061971755,0.0053997985,0.01428339
ENSG00000013293,0.03633824,0.0010388192,0.7483312,0.0010388192,0.007853684,0.011778511,0.022881217,0.0010388192,0.07325028,0.0010388192,0.022441229,0.0010388192,0.07193153
ENSG00000239739,0.0071844235,0.0071844235,0.8947199,0.0071844235,0.0071844235,0.0071844235,0.026251322,0.0071844235,0.0071844235,0.0071844235,0.0071844235,0.0071844235,0.0071844235
ENSG00000163584,0.09619758,0.05421619,0.087292455,0.044868283,0.08040888,0.1665044,0.13821408,0.00062956434,0.06244328,0.07622562,0.07908937,0.06695771,0.046952706
ENSG00000163577,0.11288015,0.0012502004,0.59082144,0.01500928,0.0012502004,0.02030804,0.03872819,0.0012502004,0.120155595,0.09459607,0.0012502004,0.0012502004,0.0012502004
ENSG00000163581,0.6339504,0.0583178,0.033766363,0.040185235,0.018800916,0.020362629,0.013198487,0.03067176,0.014694417,0.025910763,0.029645072,0.03371081,0.046785377
ENSG00000154310,0.11852048,0.035747472,0.32095307,0.015401354,0.010205,0.005723078,0.014243404,0.16651873,0.044375055,0.21497136,0.014292188,0.02951063,0.0095381085
ENSG00000075651,0.08141049,0.0977296,0.15816137,0.056777168,0.045473352,0.10063453,0.033133965,0.048159994,0.21515663,0.07150599,0.03935041,0.0253392,0.027167298
ENSG00000186329,0.094556615,0.27596804,0.15883633,0.07001776,0.0059023746,0.027640173,0.11203338,0.0059023746,0.0059023746,0.0059023746,0.22553349,0.0059023746,0.0059023746
ENSG00000075420,0.05745101,0.10543058,0.10106113,0.08181456,0.082955755,0.10053384,0.06480846,0.07092672,0.07800551,0.07025813,0.056449696,0.05958189,0.07072267
ENSG00000121858,0.1669483,0.08389684,0.0117408475,0.169234,0.017901463,0.1460998,0.031007973,0.066454194,0.024424395,0.17573065,0.06689149,0.024331298,0.015338796
ENSG00000223387,0.4839958,0.049110387,0.0068855956,0.03918339,0.020521522,0.039994705,0.033573303,0.00021675792,0.0648135,0.16084449,0.02965808,0.023469433,0.047733072
ENSG00000144959,0.14919968,0.06311299,0.03322093,0.049301513,0.07116255,0.06873284,0.065500006,0.073188186,0.05532238,0.1712515,0.07284884,0.063393295,0.06376532
ENSG00000114346,0.025227679,0.0395362,0.10349808,0.15846935,0.08280893,0.08935983,0.052902278,0.00018086533,0.03092566,0.074791566,0.10934936,0.13232864,0.10062155
ENSG00000144962,0.35199383,0.17925127,0.13853298,0.0032215435,0.022622751,0.027222233,0.045497924,0.0032215435,0.0032215435,0.06212192,0.06894958,0.0032215435,0.090921335
ENSG00000237473,0.0081957085,0.00085536466,0.8772269,0.00085536466,0.007285315,0.0070396876,0.014660196,0.00085536466,0.00085536466,0.027746703,0.00085536466,0.031751495,0.02181712
ENSG00000169760,0.26630825,0.072411664,0.03976718,0.03186222,0.036866233,0.044696264,0.033211667,0.025541231,0.029100645,0.18497252,0.06618804,0.09335616,0.07571791
ENSG00000177694,0.0666019,0.09044936,0.063466564,0.05087765,0.11676267,0.1032403,0.10538826,0.060462832,0.06400171,0.06388768,0.055909783,0.053548172,0.10540306
ENSG00000226779,0.057163972,0.005528595,0.005528595,0.005528595,0.42950538,0.21715996,0.07443606,0.005528595,0.005528595,0.11677366,0.005528595,0.005528595,0.06626086
ENSG00000225552,0.012386422,0.012386422,0.012386422,0.012386422,0.2413409,0.012386422,0.09053057,0.012386422,0.012386422,0.012386422,0.412435,0.012386422,0.14421566
ENSG00000223715,0.28979236,0.012399999,0.012399999,0.012399999,0.08544446,0.27076703,0.12075569,0.012399999,0.012399999,0.012399999,0.012399999,0.012399999,0.13404036
ENSG00000177565,0.06566367,0.098518506,0.054929078,0.07936225,0.07692207,0.05487701,0.04725808,0.082720935,0.07975081,0.10726971,0.078323014,0.08928638,0.08511844
ENSG00000203645,0.35759276,0.0011872682,0.03032303,0.07378553,0.087825194,0.015911255,0.071894,0.0011872682,0.0011872682,0.047912464,0.09604683,0.04033671,0.17481042
ENSG00000226782,0.07361625,0.0064410293,0.0064410293,0.0064410293,0.04760366,0.12259384,0.057761688,0.0064410293,0.51730406,0.0064410293,0.1360333,0.0064410293,0.0064410293
ENSG00000228221,0.1376167,0.33085668,0.049860846,0.015466918,0.026309617,0.024085553,0.08405804,0.00023284879,0.029386666,0.20302747,0.021950973,0.016527507,0.06062017
ENSG00000231574,0.24571611,0.019598559,0.0368862,0.010144755,0.1432337,0.025460206,0.061088283,0.0003420068,0.0003420068,0.31209016,0.010979355,0.0099872695,0.124131404
ENSG00000223930,0.002962255,0.8840982,0.014600047,0.00048492698,0.0073866057,0.009335079,0.004026513,0.00048492698,0.00048492698,0.074681744,0.00048492698,0.00048492698,0.00048492698
ENSG00000197584,0.049624193,0.018652424,0.018652424,0.018652424,0.018652424,0.15878068,0.4313037,0.018652424,0.018652424,0.018652424,0.19241942,0.018652424,0.018652424
ENSG00000237978,0.052688822,0.09593461,0.11330104,0.027366536,0.042469863,0.057771392,0.079984985,0.14501059,0.09661005,0.15522271,0.02528079,0.05753842,0.050820194
ENSG00000172667,0.035856474,0.05259542,0.07895123,0.0616729,0.102134034,0.08073708,0.09482357,0.038084872,0.15941565,0.097955875,0.0525052,0.055551883,0.0897159
ENSG00000229102,0.12069328,0.058345087,0.118575186,0.030045593,0.07986025,0.10882537,0.09804678,0.09958488,0.09007007,0.055428397,0.07255018,0.024710357,0.043264546
ENSG00000121879,0.044380464,0.1314863,0.07910616,0.09132268,0.06536908,0.07882475,0.04810128,0.067871,0.082076676,0.0777036,0.05814957,0.11050942,0.065099016
ENSG00000171121,0.06780387,0.0873931,0.1220604,0.054147575,0.07509477,0.047843825,0.07583888,0.058023952,0.024476573,0.06265781,0.07168631,0.15979722,0.093175806
ENSG00000121864,0.067485236,0.0717045,0.13062684,0.08677044,0.09220608,0.08854465,0.07614817,0.00016020674,0.09688064,0.095684856,0.055333577,0.07368654,0.06476824
ENSG00000260743,0.044440504,0.015709277,0.44205752,0.015709277,0.11968263,0.015709277,0.09360864,0.015709277,0.015709277,0.015709277,0.17453639,0.015709277,0.015709277
ENSG00000171109,0.036181286,0.086177595,0.0808697,0.06067157,0.10665246,0.07896582,0.07726931,0.06325705,0.07690111,0.07289725,0.052240886,0.0760834,0.13183269
ENSG00000114450,0.004937398,0.0670723,0.029362643,0.29285547,0.028806128,0.11747223,0.053937197,0.20438054,0.09442889,0.027378296,0.0054626474,0.04531609,0.02859025
ENSG00000242539,0.039845333,0.0019097175,0.30509886,0.04799231,0.11532082,0.12110482,0.07957926,0.0019097175,0.0019097175,0.0019097175,0.09003656,0.059516896,0.13386622
ENSG00000136518,0.044788428,0.05554477,0.09504554,0.051160704,0.0999907,0.08794839,0.08751922,0.09941028,0.054973375,0.07262013,0.07239469,0.12855257,0.050051246
ENSG00000272910,0.0368475,0.0053234287,0.14346209,0.057841215,0.09702723,0.1048081,0.09286975,0.0053234287,0.3058303,0.0053234287,0.1346968,0.0053234287,0.0053234287
ENSG00000136522,0.042352956,0.03968377,0.102594115,0.06392862,0.082993455,0.10661096,0.09461358,0.100720406,0.067199685,0.054646503,0.06979152,0.08653568,0.088328734
ENSG00000136521,0.055847876,0.02554168,0.020824175,0.0596692,0.115027755,0.14146525,0.14941014,0.022472616,0.03563122,0.063592814,0.12696901,0.10888667,0.07466158
ENSG00000058056,0.031223066,0.09504577,0.09224553,0.25086826,0.030028855,0.028347716,0.19569953,0.07123602,0.088281155,0.035122577,0.018956278,0.04487084,0.018074483
ENSG00000114757,0.014057788,0.10618009,0.29071587,0.011296767,0.08194739,0.14415729,0.17590149,0.0002513606,0.068073906,0.03210903,0.04098128,0.014668444,0.019659253
ENSG00000239774,0.025647584,0.06559162,0.14229989,0.034257386,0.077273466,0.10845241,0.25513032,0.0006420489,0.0006420489,0.038181543,0.11498796,0.061855547,0.07503805
ENSG00000163728,0.051183816,0.0859908,0.11770831,0.06161942,0.079261094,0.08480515,0.09910073,0.08689536,0.06969275,0.076838896,0.06252872,0.057751115,0.06662386
ENSG00000284862,0.052747402,0.0014773298,0.15289125,0.050655786,0.06478974,0.0819783,0.10503899,0.0014773298,0.0014773298,0.051764183,0.088514954,0.14999266,0.19719476
ENSG00000145075,0.00074612605,0.69674665,0.052839033,0.033305135,0.008597287,0.00074612605,0.007099051,0.18825006,0.00074612605,0.00074612605,0.00074612605,0.00074612605,0.008685929
ENSG00000243187,0.04130266,0.0056211757,0.0056211757,0.059756946,0.071363725,0.16262716,0.060142573,0.0056211757,0.0056211757,0.0056211757,0.27416936,0.0056211757,0.29691046
ENSG00000114416,0.05487117,0.08875796,0.09205627,0.06171234,0.06931356,0.09639958,0.08933513,0.07261923,0.07465855,0.075119145,0.07301877,0.08034515,0.07179312
ENSG00000205981,0.037848555,0.047719,0.1470959,0.04304806,0.07215363,0.08625585,0.28475368,0.038209047,0.060273282,0.022032091,0.059241954,0.055311743,0.046057194
ENSG00000239381,0.06974001,0.0025836653,0.36089706,0.07340828,0.116294146,0.0856091,0.07902449,0.0025836653,0.0025836653,0.053375203,0.095741116,0.0025836653,0.055575844
ENSG00000181449,0.06542047,0.0069565387,0.4988206,0.16048822,0.05063619,0.04018388,0.1357548,0.0069565387,0.0069565387,0.0069565387,0.0069565387,0.0069565387,0.0069565387
ENSG00000240063,0.12528658,0.010462891,0.010462891,0.010462891,0.1587515,0.19016324,0.20836149,0.010462891,0.010462891,0.010462891,0.233734,0.010462891,0.010462891
ENSG00000058063,0.051833272,0.064102225,0.081792384,0.06907759,0.08075426,0.06960464,0.059340734,0.10750134,0.088407256,0.08531249,0.07651982,0.08864534,0.07710867
ENSG00000273261,0.009038764,0.009038764,0.009038764,0.009038764,0.13091695,0.08433371,0.009038764,0.009038764,0.009038764,0.17845717,0.10232191,0.33577904,0.10491977
ENSG00000043093,0.05128274,0.056039315,0.062140666,0.06372741,0.0867065,0.14581361,0.07107928,0.059000224,0.04397462,0.07579644,0.044070203,0.058175832,0.18219315
ENSG00000078070,0.068557315,0.06973771,0.05566867,0.03193104,0.07925806,0.09910751,0.10077341,0.053280413,0.053775705,0.07713306,0.09713116,0.07073133,0.1429146
ENSG00000243368,0.006323282,0.006323282,0.006323282,0.006323282,0.1038763,0.18909958,0.022415223,0.006323282,0.006323282,0.006323282,0.006323282,0.006323282,0.6276994
ENSG00000078081,0.065383874,0.008390887,0.008390887,0.09007223,0.06176837,0.008390887,0.09805577,0.008390887,0.008390887,0.008390887,0.1697772,0.008390887,0.45620635
ENSG00000053524,0.014972923,0.007899906,0.28068486,0.028795106,0.009022843,0.00978998,0.014150925,0.18574546,0.2543372,0.014792475,0.16158456,0.01140354,0.006820224
ENSG00000176597,0.08500153,0.050388943,0.10118038,0.041433614,0.05434825,0.01732947,0.070961475,0.22076258,0.020973446,0.06436093,0.19076666,0.047484837,0.0350078
ENSG00000172578,0.03209326,0.012628619,0.00026741187,0.035347726,0.0037536998,0.0052950624,0.0020354812,0.8836657,0.014392168,0.00026741187,0.00026741187,0.00026741187,0.009718707
ENSG00000114796,0.07475985,0.054308653,0.046177913,0.07595103,0.07282663,0.112235285,0.09083105,0.07227237,0.07058537,0.06101358,0.09614904,0.10539904,0.06749013
ENSG00000163872,0.035292733,0.10117117,0.10270179,0.12185965,0.0663618,0.060119506,0.065080225,0.098080136,0.0882503,0.0651225,0.06336893,0.066568345,0.06602291
ENSG00000233885,0.31532612,0.0073684254,0.0073684254,0.0073684254,0.13825017,0.07229857,0.33973277,0.0073684254,0.0073684254,0.0073684254,0.075444885,0.0073684254,0.0073684254
ENSG00000175193,0.00927632,0.00927632,0.00927632,0.00927632,0.08867931,0.13657893,0.09245806,0.00927632,0.00927632,0.00927632,0.2861801,0.00927632,0.32189295
ENSG00000114770,0.01949547,0.03880741,0.019211259,0.027469417,0.10173318,0.14282396,0.08539446,0.05680221,0.029087754,0.021347107,0.18999575,0.15858968,0.10924234
ENSG00000223882,0.067909874,0.0066879,0.20626831,0.0066879,0.0066879,0.0066879,0.04075642,0.0066879,0.0066879,0.0066879,0.14387387,0.34686333,0.14751288
ENSG00000238020,0.041144516,0.0052673332,0.0052673332,0.059179645,0.17787248,0.28205466,0.17001389,0.0052673332,0.0052673332,0.0052673332,0.05444483,0.0052673332,0.18368597
ENSG00000272721,0.06327307,0.008074283,0.22415696,0.008074283,0.06665605,0.09814567,0.17279807,0.008074283,0.008074283,0.15512525,0.08581919,0.008074283,0.09365426
ENSG00000145191,0.06078367,0.082485415,0.06846566,0.06404541,0.0855167,0.089672826,0.073415704,0.088942386,0.066177286,0.043000795,0.11566407,0.076773375,0.08505675
ENSG00000161202,0.09577673,0.069870576,0.038009964,0.08051235,0.09027175,0.18457347,0.073405266,0.014392492,0.06655197,0.06656789,0.09121388,0.04032257,0.08853111
ENSG00000161203,0.07536681,0.05918104,0.08620045,0.07819156,0.09274116,0.115297474,0.08033469,0.0746854,0.058836337,0.068156704,0.079526566,0.059059996,0.072421804
ENSG00000161204,0.08929283,0.06215467,0.0600743,0.040926658,0.08940271,0.11928099,0.06965568,0.054486774,0.07356596,0.050698116,0.07964638,0.10454801,0.10626689
ENSG00000145198,0.0071226507,0.0071226507,0.0071226507,0.22444332,0.09526019,0.38631558,0.08955592,0.0071226507,0.0071226507,0.14744373,0.0071226507,0.0071226507,0.0071226507
ENSG00000214160,0.104720935,0.00068869715,0.07429875,0.054274846,0.06264698,0.08468966,0.1024368,0.00068869715,0.11971899,0.09429144,0.09568926,0.07888246,0.1269724
ENSG00000175166,0.06772573,0.055080544,0.06579822,0.07788297,0.089475766,0.066299826,0.081033155,0.026140492,0.12562715,0.0865683,0.07398081,0.091904715,0.0924823
ENSG00000114867,0.12587814,0.07983248,0.03891609,0.11918567,0.07001846,0.05487821,0.09483567,0.07759181,0.09629442,0.06646913,0.070915826,0.04052749,0.06465663
ENSG00000175182,0.04993469,0.037526235,0.040577468,0.04122656,0.10634015,0.11070875,0.097701274,0.083989955,0.09913713,0.06931876,0.085067764,0.078433305,0.10003794
ENSG00000114859,0.08441378,0.054926567,0.075904086,0.044455003,0.12516329,0.11468444,0.11022738,0.00032188508,0.10312366,0.037580706,0.0394795,0.10603491,0.10368484
